cohort,arm,metric,scope,denominator,before_num,after_num,delta_pp,retained,lost,gained,both_failed,W0_success_den,W0_success_to_failure_num,W0_failure_den,W0_failure_to_success_num,new_NLL_paired_delta_mean,new_NLL_paired_delta_median,new_NLL_decreased,new_NLL_increased,new_NLL_equal,true_NLL_paired_delta_mean,true_NLL_paired_delta_median,true_NLL_decreased,true_NLL_increased,true_NLL_equal
9,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,898,548,-35.0,524,374,24,78,898,374,102,24,-4.409246872760466,-4.322417140007019,857,143,0,1.292725015762262,1.2979371547698975,369,631,0
10,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,901,559,-34.2,533,368,26,73,901,368,99,26,-4.305824384826207,-4.1063151359558105,870,130,0,0.8162891999299172,0.8368856906890869,418,582,0
11,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,900,558,-34.2,529,371,29,71,900,371,100,29,-3.8397083236596083,-3.5617380142211914,807,193,0,1.144539141363348,1.1163034439086914,398,602,0
12,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,903,644,-25.9,612,291,32,65,903,291,97,32,-3.7717028005179016,-3.5560741424560547,825,175,0,0.8589225550793345,0.7506523132324219,429,571,0
13,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,892,609,-28.3,578,314,31,77,892,314,108,31,-4.062460844296031,-3.6143576204776764,857,143,0,1.245341964027728,1.0482670068740845,393,607,0
14,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,880,550,-33.0,510,370,40,80,880,370,120,40,-3.9018172448927073,-3.7450926303863525,803,197,0,0.7731446457605343,0.8593963384628296,417,583,0
15,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,881,588,-29.3,543,338,45,74,881,338,119,45,-4.117148187793791,-4.127106666564941,847,153,0,0.8539870534809888,0.6021626889705658,442,558,0
16,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,860,477,-38.3,434,426,43,97,860,426,140,43,-4.111730592457578,-3.971963405609131,835,165,0,1.2429849132300588,1.0364419221878052,414,586,0
17,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,848,567,-28.1,530,318,37,115,848,318,152,37,-3.430697103683124,-3.232177972793579,810,190,0,1.153931156270206,1.0242187976837158,400,600,0
18,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,905,613,-29.2,572,333,41,54,905,333,95,41,-4.0105976428692225,-3.8330812454223633,842,158,0,0.8763486849133624,0.7713978439569473,436,564,0
19,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,898,618,-28.0,586,312,32,70,898,312,102,32,-3.961302380936104,-3.937452554702759,831,169,0,1.2941816061034914,1.1798954010009766,397,603,0
20,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,924,636,-28.8,613,311,23,53,924,311,76,23,-4.123845817146124,-3.803534746170044,830,170,0,1.3628918754563202,1.1302728652954102,401,599,0
21,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,911,611,-30.0,586,325,25,64,911,325,89,25,-4.3248251915918665,-4.144769906997681,857,143,0,0.8341376266216394,0.8570672273635864,411,589,0
22,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,890,609,-28.1,575,315,34,76,890,315,110,34,-3.980139965325594,-3.692028045654297,854,146,0,0.7658834202452562,0.5046747922897339,455,545,0
23,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,889,601,-28.8,571,318,30,81,889,318,111,30,-3.8611133460137355,-3.6898069381713867,826,174,0,1.3411449698974611,1.1124461218714714,389,611,0
24,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,883,613,-27.0,577,306,36,81,883,306,117,36,-3.6844687471715734,-3.596867084503174,819,181,0,0.7526465026934166,0.8833076357841492,415,585,0
25,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,885,602,-28.3,566,319,36,79,885,319,115,36,-3.989296005798504,-3.7935421466827393,852,148,0,0.3158779198396951,0.1818845272064209,480,520,0
26,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,869,555,-31.4,514,355,41,90,869,355,131,41,-4.007666409453377,-3.962692141532898,816,184,0,1.166264058558212,1.095571517944336,399,601,0
27,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,901,554,-34.7,521,380,33,66,901,380,99,33,-4.224094721788774,-4.13147759437561,826,174,0,1.4472889567992533,1.1142334938049316,386,614,0
28,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,888,593,-29.5,569,319,24,88,888,319,112,24,-3.935532281584339,-3.4213552474975586,847,153,0,0.6821578784614103,0.574669599533081,443,557,0
29,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,899,556,-34.3,521,378,35,66,899,378,101,35,-4.313911523594987,-4.102422714233398,852,148,0,1.0095809732727938,0.9580039978027344,435,565,0
30,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,903,544,-35.9,513,390,31,66,903,390,97,31,-3.9616526398289715,-3.890841484069824,854,146,0,0.8927939278031699,0.5731205940246582,435,565,0
31,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,909,562,-34.7,539,370,23,68,909,370,91,23,-4.40476117653161,-4.132887840270996,870,130,0,0.6089620740237879,0.5981754958629608,452,548,0
32,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,918,590,-32.8,569,349,21,61,918,349,82,21,-4.041397203820525,-3.893348217010498,868,132,0,0.9984181564269238,0.8319558501243591,416,584,0
33,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,869,563,-30.6,515,354,48,83,869,354,131,48,-3.917038109516492,-3.5612101554870605,824,176,0,1.5161398890696,1.1506486535072327,390,610,0
34,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,906,600,-30.6,573,333,27,67,906,333,94,27,-4.0583751756900455,-3.7982948422431946,857,143,0,0.5398484524680535,0.491885244846344,450,550,0
35,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,876,591,-28.5,556,320,35,89,876,320,124,35,-3.612490232725628,-3.3641722202301025,822,178,0,1.2585634838698898,1.2484543323516846,401,599,0
36,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,871,594,-27.7,559,312,35,94,871,312,129,35,-3.9695884878318757,-3.8637778759002686,849,151,0,0.7974819318200461,0.6243548393249512,436,564,0
37,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,905,594,-31.1,559,346,35,60,905,346,95,35,-4.344690643729904,-4.092164039611816,867,133,0,0.8971675405562856,0.881596565246582,416,584,0
38,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,902,605,-29.7,582,320,23,75,902,320,98,23,-3.8283559483025456,-3.666822671890259,825,175,0,1.1248386308051994,0.9969311133027077,401,599,0
39,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,896,629,-26.7,591,305,38,66,896,305,104,38,-3.7898562939797995,-3.645762324333191,825,175,0,1.127917859888228,1.1052038669586182,409,591,0
40,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,843,531,-31.2,495,348,36,121,843,348,157,36,-3.5954457510685316,-3.4221272468566895,802,198,0,0.9838116706614383,0.787226676940918,414,586,0
41,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,860,587,-27.3,549,311,38,102,860,311,140,38,-3.7456589550854407,-3.4764803051948547,816,184,0,0.8925740434424951,0.7067908421158791,435,565,0
42,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,882,595,-28.7,567,315,28,90,882,315,118,28,-3.914111956450841,-3.635226011276245,830,170,0,1.037061151801492,0.8247953057289124,425,575,0
43,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,880,588,-29.2,550,330,38,82,880,330,120,38,-3.8221090207220985,-3.6969475746154785,844,156,0,0.9285267646976281,0.6675189733505249,431,569,0
44,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,936,594,-34.2,577,359,17,47,936,359,64,17,-3.871392353483534,-3.7772953510284424,833,167,0,1.4704110788067337,1.4856454133987427,363,637,0
45,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,879,565,-31.4,520,359,45,76,879,359,121,45,-3.9757305869103874,-3.836320638656616,831,169,0,1.248261334149749,1.0621278584003448,406,594,0
46,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,878,597,-28.1,557,321,40,82,878,321,122,40,-3.736429090421647,-3.5413599014282227,841,159,0,0.7345691085998551,0.7291620671749115,413,587,0
47,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,920,640,-28.0,610,310,30,50,920,310,80,30,-4.136889585861238,-4.074128150939941,851,149,0,1.0136235073236748,0.9090162515640259,412,588,0
48,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,912,608,-30.4,580,332,28,60,912,332,88,28,-4.198646451493725,-4.083953619003296,848,152,0,0.9659479352816707,0.8772428035736084,419,581,0
49,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,882,525,-35.7,486,396,39,79,882,396,118,39,-4.348733986900945,-4.240307331085205,861,139,0,0.9382074828345794,0.7535393387079239,416,584,0
50,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,888,588,-30.0,553,335,35,77,888,335,112,35,-3.941443919431418,-3.6581814289093018,828,172,0,0.9979935371627217,1.1287226676940918,388,612,0
51,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,888,598,-29.0,569,319,29,83,888,319,112,29,-4.933458672348642,-4.543696403503418,892,108,0,0.6088607736419362,0.5364508628845215,449,551,0
52,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,921,575,-34.6,544,377,31,48,921,377,79,31,-4.257635747450521,-3.9709811210632324,857,143,0,0.6507169016262051,0.4979139268398285,453,547,0
53,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,895,543,-35.2,515,380,28,77,895,380,105,28,-4.446856580252388,-4.153547048568726,861,139,0,1.140331849722541,1.1138137578964233,415,585,0
54,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,904,600,-30.4,567,337,33,63,904,337,96,33,-3.941279443342013,-3.513599395751953,849,151,0,1.1244920365326108,0.6784921884536743,428,572,0
55,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,905,602,-30.3,574,331,28,67,905,331,95,28,-3.905471940001473,-3.7007851600646973,841,159,0,1.128427347251214,1.0239068567752838,394,606,0
56,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,867,615,-25.2,580,287,35,98,867,287,133,35,-3.606831508370393,-3.2390472888946533,817,183,0,0.849213249925233,0.881729781627655,435,565,0
57,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,903,598,-30.5,571,332,27,70,903,332,97,27,-4.098982370812213,-3.915163993835449,846,154,0,1.0054740193213803,0.905569314956665,417,583,0
58,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,894,575,-31.9,535,359,40,66,894,359,106,40,-3.9128540214970124,-3.7789993286132812,829,171,0,1.464439068162581,1.4678643941879272,365,635,0
59,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,894,577,-31.7,556,338,21,85,894,338,106,21,-4.038707021420676,-3.782835006713867,846,154,0,1.0409037903258578,0.8241145610809326,416,584,0
60,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,895,609,-28.6,582,313,27,78,895,313,105,27,-4.217123310015056,-4.052163362503052,860,140,0,0.649865936910268,0.6202030319254845,444,556,0
61,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,880,557,-32.3,535,345,22,98,880,345,120,22,-4.253415404213593,-4.074974298477173,838,162,0,1.0098033901390153,0.6537182331085205,442,558,0
62,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,887,592,-29.5,560,327,32,81,887,327,113,32,-3.82289631585803,-3.7686915397644043,828,172,0,1.157708540755324,0.8316023349761963,405,595,0
63,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,883,532,-35.1,513,370,19,98,883,370,117,19,-4.007262209654692,-3.5845978260040283,840,160,0,1.5298485110986513,1.2973195314407349,382,618,0
64,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,881,559,-32.2,522,359,37,82,881,359,119,37,-4.46552058963562,-4.1417076587677,863,137,0,0.9470811376040219,0.7863596081733704,438,562,0
65,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,917,580,-33.7,555,362,25,58,917,362,83,25,-3.7731230757404117,-3.480348229408264,820,180,0,1.8209745168167866,1.8821568489074707,326,674,0
66,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,911,597,-31.4,566,345,31,58,911,345,89,31,-3.9017440373579158,-3.7169675827026367,850,150,0,1.2232888523247676,0.9171155989170074,421,579,0
67,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,911,609,-30.2,569,342,40,49,911,342,89,40,-4.396740777782135,-4.048966884613037,846,154,0,1.1207182393643889,1.1693589687347412,394,606,0
68,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,891,617,-27.4,583,308,34,75,891,308,109,34,-3.881662650253624,-3.6393487453460693,860,140,0,0.8333023325498798,0.7142576277256012,415,585,0
69,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,911,592,-31.9,569,342,23,66,911,342,89,23,-4.200300145137095,-3.9554234743118286,830,170,0,1.2927172717129578,1.2394540309906006,384,616,0
70,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,907,563,-34.4,537,370,26,67,907,370,93,26,-4.210316516915744,-4.0930667938664556,840,160,0,1.1228211188703425,1.2480840682983398,377,623,0
71,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,879,574,-30.5,538,341,36,85,879,341,121,36,-4.030708701966345,-3.665612369775772,855,145,0,1.024468206651276,0.8299703598022461,413,587,0
72,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,896,586,-31.0,533,363,53,51,896,363,104,53,-4.1259410708465,-3.8911380767822266,855,145,0,0.9238477015799726,0.9497421979904175,427,573,0
73,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,911,583,-32.8,552,359,31,58,911,359,89,31,-3.9312794450921937,-3.8071413040161133,837,163,0,1.2733577007445855,1.1055142879486084,380,620,0
74,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,910,600,-31.0,566,344,34,56,910,344,90,34,-4.271295990186496,-4.189123511314392,841,159,0,1.166288249777339,1.1302598789334297,391,609,0
75,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,917,583,-33.4,561,356,22,61,917,356,83,22,-4.036335770179969,-3.6533429622650146,837,163,0,1.048005634178873,0.8834467753767967,409,591,0
76,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,908,573,-33.5,552,356,21,71,908,356,92,21,-4.435816861502826,-4.116121053695679,857,143,0,0.9712718958356418,0.8151557445526123,417,583,0
77,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,913,640,-27.3,615,298,25,62,913,298,87,25,-4.402446606314043,-4.22072172164917,864,136,0,0.7998061917051673,0.6550302505493164,424,576,0
78,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,858,551,-30.7,503,355,48,94,858,355,142,48,-3.9825277668503696,-3.7224154472351074,850,150,0,1.0627429401933914,0.8980816602706909,407,593,0
79,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,910,567,-34.3,529,381,38,52,910,381,90,38,-4.0191594286474865,-3.775503158569336,856,144,0,0.9269086546503822,0.711419403553009,437,563,0
80,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,873,564,-30.9,526,347,38,89,873,347,127,38,-4.018140240362961,-3.980968952178955,839,161,0,1.0343113890331588,0.8297523260116577,411,589,0
81,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,885,564,-32.1,534,351,30,85,885,351,115,30,-4.159331052731694,-3.687021255493164,847,153,0,0.8946072159650502,0.8220471143722534,424,576,0
82,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,901,613,-28.8,585,316,28,71,901,316,99,28,-3.877369227411342,-3.431269645690918,839,161,0,0.9297498215863016,0.777262344956398,420,580,0
83,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,894,545,-34.9,523,371,22,84,894,371,106,22,-4.770804512699833,-4.429888427257538,862,138,0,0.7616681341570802,0.7180273234844208,436,564,0
84,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,872,571,-30.1,532,340,39,89,872,340,128,39,-4.089733579336258,-3.8298282623291016,843,157,0,0.7932201809184626,0.47786855697631836,458,542,0
85,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,891,565,-32.6,535,356,30,79,891,356,109,30,-3.9357176687906033,-3.5880569219589233,823,177,0,1.438720755422546,1.2890229225158691,402,598,0
86,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,901,603,-29.8,565,336,38,61,901,336,99,38,-4.079388953198679,-3.8965516090393066,823,177,0,0.7422743814159185,0.866602212190628,416,584,0
87,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,890,609,-28.1,583,307,26,84,890,307,110,26,-4.246333856103011,-4.068392276763916,860,140,0,0.6897522585112601,0.6583152413368225,442,558,0
88,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,895,596,-29.9,568,327,28,77,895,327,105,28,-4.715051628516521,-4.27875018119812,878,122,0,0.7320104639520869,0.5088553428649902,452,548,0
89,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,872,572,-30.0,535,337,37,91,872,337,128,37,-4.139112871256657,-3.682219982147217,854,146,0,0.8621299188222038,0.7258548736572266,432,568,0
90,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,912,560,-35.2,542,370,18,70,912,370,88,18,-4.273245449649359,-4.019897699356079,855,145,0,1.2240592447536474,1.010930746793747,407,593,0
91,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,875,528,-34.7,484,391,44,81,875,391,125,44,-4.042993137182231,-3.7922301292419434,820,180,0,1.19109707207873,0.8825547099113464,423,577,0
92,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,896,584,-31.2,566,330,18,86,896,330,104,18,-3.8526079127782142,-3.5014662742614746,846,154,0,1.2538936191331596,0.8833064585924149,408,592,0
93,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,890,584,-30.6,554,336,30,80,890,336,110,30,-3.7572206268645822,-3.3907382488250732,833,167,0,0.5438446013751672,0.3743213415145874,466,534,0
94,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,891,637,-25.4,608,283,29,80,891,283,109,29,-3.9960217805169522,-3.9111428260803223,849,151,0,0.4120510354326107,0.2916729226708412,468,532,0
95,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,927,598,-32.9,579,348,19,54,927,348,73,19,-4.490191224130336,-4.298740863800049,858,142,0,1.3647205478755058,1.3324873745441437,385,615,0
96,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,902,504,-39.8,487,415,17,81,902,415,98,17,-4.415958177834749,-4.2832558155059814,853,147,0,1.4721238696944492,1.5094174146652222,355,645,0
97,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,888,540,-34.8,505,383,35,77,888,383,112,35,-4.219053514020198,-4.053845405578613,850,150,0,1.2714020377735142,1.0544942915439606,396,604,0
98,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,884,521,-36.3,486,398,35,81,884,398,116,35,-4.655068728922866,-4.658951759338379,866,134,0,1.4475167066288122,1.3687422275543213,387,613,0
99,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,892,538,-35.4,511,381,27,81,892,381,108,27,-5.006974622969748,-4.569543361663818,886,114,0,1.0360019406793,1.0161855313926935,408,592,0
100,MEMIT_L4_ONLY,NS,FINAL_W100_FIXED_B100_COHORT,1000,893,559,-33.4,531,362,28,79,893,362,107,28,-4.2459173618869395,-3.8155345916748047,826,174,0,1.4134956349243875,1.3902840614318848,379,621,0
1,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,5,99,94.0,5,0,94,1,5,0,95,94,-10.975590031710745,-11.388664834201336,99,1,0,5.798189032759983,5.439849615097046,17,83,0
2,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,8,98,90.0,8,0,90,2,8,0,92,90,-10.538499586586259,-10.814007512351964,100,0,0,5.588033117726445,5.38157943636179,11,89,0
3,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,6,100,94.0,6,0,94,0,6,0,94,94,-10.44221981095012,-10.230278284754604,100,0,0,6.65498767604382,6.99402928352356,11,89,0
4,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,10,99,89.0,10,0,89,1,10,0,90,89,-10.36529644303897,-10.36761674284935,99,1,0,6.347066040688369,5.935961008071899,11,89,0
5,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,6,99,93.0,6,0,93,1,6,0,94,93,-10.284443460054172,-10.076930365525186,100,0,0,6.437917488198727,6.517950887791812,11,89,0
6,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,9,100,91.0,9,0,91,0,9,0,91,91,-10.93421175248106,-10.462623938918114,100,0,0,5.936160154026002,5.912275910377502,9,91,0
7,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,5,98,93.0,5,0,93,2,5,0,95,93,-10.468671946796384,-10.538548651209567,100,0,0,7.408291981182993,7.618866592645645,7,93,0
8,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,8,99,91.0,8,0,91,1,8,0,92,91,-10.163616064382914,-9.997646917287057,100,0,0,5.510757093550637,5.66686874628067,15,85,0
9,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,10,97,87.0,10,0,87,3,10,0,90,87,-10.448745796105067,-10.672509684227407,99,1,0,6.62624933158746,7.519013404846191,8,92,0
10,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,4,98,94.0,4,0,94,2,4,0,96,94,-10.635207653788385,-10.207926440867595,100,0,0,6.955275352280587,7.617583215236664,7,93,0
11,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,10,98,88.0,10,0,88,2,10,0,90,88,-10.316504469594802,-9.761209922959097,100,0,0,6.330310938563198,7.011337295174599,16,84,0
12,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,10,98,88.0,10,0,88,2,10,0,90,88,-10.59172997964677,-11.152952823438682,100,0,0,6.692661782298237,6.963444471359253,8,92,0
13,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,10,99,89.0,10,0,89,1,10,0,90,89,-10.868545865435443,-10.70071730116615,99,1,0,7.333970925947651,8.017397105693817,6,94,0
14,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,12,98,86.0,11,1,87,1,12,1,88,87,-9.64541960740251,-9.208799426909536,100,0,0,6.114420666042715,6.121557593345642,9,91,0
15,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,5,99,94.0,5,0,94,1,5,0,95,94,-11.383412425644638,-11.666214259108528,99,1,0,6.182887723096647,6.111292719841003,8,92,0
16,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,8,99,91.0,7,1,92,0,8,1,92,92,-9.425828021729977,-9.064685760531574,99,1,0,6.475185140687972,6.865965127944946,9,91,0
17,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,12,98,86.0,12,0,86,2,12,0,88,86,-10.032191529699777,-9.686824217438698,100,0,0,6.636491952743381,7.171840772032738,8,92,0
18,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,10,100,90.0,10,0,90,0,10,0,90,90,-10.479830206648257,-10.565303322917316,100,0,0,6.9920806403108875,7.097902774810791,10,90,0
19,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,11,99,88.0,11,0,88,1,11,0,89,88,-11.574395367742836,-11.728388174436986,100,0,0,6.238553616679273,6.852769374847412,13,87,0
20,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,5,98,93.0,5,0,93,2,5,0,95,93,-10.544602938457102,-11.005603640340269,99,1,0,6.797309464266291,7.167269945144653,7,93,0
21,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,10,100,90.0,10,0,90,0,10,0,90,90,-10.793560548744354,-10.846256271004677,100,0,0,6.191697733770124,6.2696692943573,14,86,0
22,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,6,99,93.0,6,0,93,1,6,0,94,93,-10.396809511236352,-10.254940897924826,99,1,0,7.268221138917142,7.626164197921753,6,94,0
23,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,8,100,92.0,8,0,92,0,8,0,92,92,-11.445017167470942,-11.299982795491815,100,0,0,7.426003984212875,6.989161968231201,4,96,0
24,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,10,100,90.0,10,0,90,0,10,0,90,90,-10.68483046763984,-10.614124611456646,100,0,0,6.800187441552989,7.536762833595276,11,89,0
25,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,11,98,87.0,11,0,87,2,11,0,89,87,-10.414363362820149,-10.133981219260022,100,0,0,7.538251475275029,7.882481336593628,8,92,0
26,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,10,100,90.0,10,0,90,0,10,0,90,90,-10.419492104194942,-10.417225572979078,100,0,0,6.73384605936706,7.402148962020874,12,88,0
27,AlphaEdit_L4_ONLY,RS,FINAL_W100_FIXED_B100_COHORT,100,6,100,94.0,6,0,94,0,6,0,94,94,-11.42326889144082,-11.351752401678823,100,0,0,7.374232092588208,8.398330807685852,9,91,0
