state,family,variant,edits,task,branch,denominator,W0_correct,endpoint_correct,lost,gained,still_correct,still_wrong
MEMIT_L4_ONLY-edits01000,MEMIT,L4_ONLY,1000,mmlu,generation,100,52,51,4,3,48,45
MEMIT_L4_ONLY-edits01000,MEMIT,L4_ONLY,1000,mmlu,alternative,100,61,59,4,2,57,37
MEMIT_L4_ONLY-edits01000,MEMIT,L4_ONLY,1000,nli,generation,100,67,68,2,3,65,30
MEMIT_L4_ONLY-edits01000,MEMIT,L4_ONLY,1000,nli,alternative,100,67,68,2,3,65,30
MEMIT_L4_ONLY-edits02000,MEMIT,L4_ONLY,2000,sst2,generation,100,73,73,3,3,70,24
MEMIT_L4_ONLY-edits02000,MEMIT,L4_ONLY,2000,sst2,alternative,100,98,96,2,0,96,2
MEMIT_L4_ONLY-edits02000,MEMIT,L4_ONLY,2000,mrpc,generation,100,67,64,8,5,59,28
MEMIT_L4_ONLY-edits02000,MEMIT,L4_ONLY,2000,mrpc,alternative,100,67,64,8,5,59,28
MEMIT_L4_ONLY-edits02000,MEMIT,L4_ONLY,2000,cola,generation,100,76,73,4,1,72,23
MEMIT_L4_ONLY-edits02000,MEMIT,L4_ONLY,2000,cola,alternative,100,74,74,4,4,70,22
MEMIT_L4_ONLY-edits02000,MEMIT,L4_ONLY,2000,rte,generation,100,66,64,3,1,63,33
MEMIT_L4_ONLY-edits02000,MEMIT,L4_ONLY,2000,rte,alternative,100,66,64,3,1,63,33
MEMIT_L4_ONLY-edits02000,MEMIT,L4_ONLY,2000,mmlu,generation,100,52,50,6,4,46,44
MEMIT_L4_ONLY-edits02000,MEMIT,L4_ONLY,2000,mmlu,alternative,100,61,60,4,3,57,36
MEMIT_L4_ONLY-edits02000,MEMIT,L4_ONLY,2000,nli,generation,100,67,68,4,5,63,28
MEMIT_L4_ONLY-edits02000,MEMIT,L4_ONLY,2000,nli,alternative,100,67,68,4,5,63,28
MEMIT_L4_ONLY-edits03000,MEMIT,L4_ONLY,3000,sst2,generation,100,73,69,4,0,69,27
MEMIT_L4_ONLY-edits03000,MEMIT,L4_ONLY,3000,sst2,alternative,100,98,95,3,0,95,2
MEMIT_L4_ONLY-edits03000,MEMIT,L4_ONLY,3000,mrpc,generation,100,67,64,7,4,60,29
MEMIT_L4_ONLY-edits03000,MEMIT,L4_ONLY,3000,mrpc,alternative,100,67,64,7,4,60,29
MEMIT_L4_ONLY-edits03000,MEMIT,L4_ONLY,3000,cola,generation,100,76,74,4,2,72,22
MEMIT_L4_ONLY-edits03000,MEMIT,L4_ONLY,3000,cola,alternative,100,74,74,4,4,70,22
MEMIT_L4_ONLY-edits03000,MEMIT,L4_ONLY,3000,rte,generation,100,66,66,2,2,64,32
MEMIT_L4_ONLY-edits03000,MEMIT,L4_ONLY,3000,rte,alternative,100,66,66,2,2,64,32
MEMIT_L4_ONLY-edits03000,MEMIT,L4_ONLY,3000,mmlu,generation,100,52,42,12,2,40,46
MEMIT_L4_ONLY-edits03000,MEMIT,L4_ONLY,3000,mmlu,alternative,100,61,56,8,3,53,36
MEMIT_L4_ONLY-edits03000,MEMIT,L4_ONLY,3000,nli,generation,100,67,71,4,8,63,25
MEMIT_L4_ONLY-edits03000,MEMIT,L4_ONLY,3000,nli,alternative,100,67,71,4,8,63,25
MEMIT_L4_ONLY-edits04000,MEMIT,L4_ONLY,4000,sst2,generation,100,73,68,5,0,68,27
MEMIT_L4_ONLY-edits04000,MEMIT,L4_ONLY,4000,sst2,alternative,100,98,94,4,0,94,2
MEMIT_L4_ONLY-edits04000,MEMIT,L4_ONLY,4000,mrpc,generation,100,67,61,12,6,55,27
MEMIT_L4_ONLY-edits04000,MEMIT,L4_ONLY,4000,mrpc,alternative,100,67,61,12,6,55,27
MEMIT_L4_ONLY-edits04000,MEMIT,L4_ONLY,4000,cola,generation,100,76,69,7,0,69,24
MEMIT_L4_ONLY-edits04000,MEMIT,L4_ONLY,4000,cola,alternative,100,74,70,7,3,67,23
MEMIT_L4_ONLY-edits04000,MEMIT,L4_ONLY,4000,rte,generation,100,66,68,2,4,64,30
MEMIT_L4_ONLY-edits04000,MEMIT,L4_ONLY,4000,rte,alternative,100,66,68,2,4,64,30
MEMIT_L4_ONLY-edits04000,MEMIT,L4_ONLY,4000,mmlu,generation,100,52,39,16,3,36,45
MEMIT_L4_ONLY-edits04000,MEMIT,L4_ONLY,4000,mmlu,alternative,100,61,55,10,4,51,35
MEMIT_L4_ONLY-edits04000,MEMIT,L4_ONLY,4000,nli,generation,100,67,69,7,9,60,24
MEMIT_L4_ONLY-edits04000,MEMIT,L4_ONLY,4000,nli,alternative,100,67,69,7,9,60,24
MEMIT_L4_ONLY-edits05000,MEMIT,L4_ONLY,5000,sst2,generation,100,73,68,6,1,67,26
MEMIT_L4_ONLY-edits05000,MEMIT,L4_ONLY,5000,sst2,alternative,100,98,93,5,0,93,2
MEMIT_L4_ONLY-edits05000,MEMIT,L4_ONLY,5000,mrpc,generation,100,67,58,16,7,51,26
MEMIT_L4_ONLY-edits05000,MEMIT,L4_ONLY,5000,mrpc,alternative,100,67,58,16,7,51,26
MEMIT_L4_ONLY-edits05000,MEMIT,L4_ONLY,5000,cola,generation,100,76,71,6,1,70,23
MEMIT_L4_ONLY-edits05000,MEMIT,L4_ONLY,5000,cola,alternative,100,74,70,6,2,68,24
MEMIT_L4_ONLY-edits05000,MEMIT,L4_ONLY,5000,rte,generation,100,66,67,3,4,63,30
MEMIT_L4_ONLY-edits05000,MEMIT,L4_ONLY,5000,rte,alternative,100,66,67,3,4,63,30
MEMIT_L4_ONLY-edits05000,MEMIT,L4_ONLY,5000,mmlu,generation,100,52,37,19,4,33,44
MEMIT_L4_ONLY-edits05000,MEMIT,L4_ONLY,5000,mmlu,alternative,100,61,54,12,5,49,34
MEMIT_L4_ONLY-edits05000,MEMIT,L4_ONLY,5000,nli,generation,100,67,67,11,11,56,22
MEMIT_L4_ONLY-edits05000,MEMIT,L4_ONLY,5000,nli,alternative,100,67,67,11,11,56,22
MEMIT_L4_ONLY-edits06000,MEMIT,L4_ONLY,6000,sst2,generation,100,73,60,14,1,59,26
MEMIT_L4_ONLY-edits06000,MEMIT,L4_ONLY,6000,sst2,alternative,100,98,92,6,0,92,2
MEMIT_L4_ONLY-edits06000,MEMIT,L4_ONLY,6000,mrpc,generation,100,67,56,18,7,49,26
MEMIT_L4_ONLY-edits06000,MEMIT,L4_ONLY,6000,mrpc,alternative,100,67,56,18,7,49,26
MEMIT_L4_ONLY-edits06000,MEMIT,L4_ONLY,6000,cola,generation,100,76,72,6,2,70,22
MEMIT_L4_ONLY-edits06000,MEMIT,L4_ONLY,6000,cola,alternative,100,74,68,8,2,66,24
MEMIT_L4_ONLY-edits06000,MEMIT,L4_ONLY,6000,rte,generation,100,66,63,5,2,61,32
MEMIT_L4_ONLY-edits06000,MEMIT,L4_ONLY,6000,rte,alternative,100,66,63,5,2,61,32
MEMIT_L4_ONLY-edits06000,MEMIT,L4_ONLY,6000,mmlu,generation,100,52,34,23,5,29,43
MEMIT_L4_ONLY-edits06000,MEMIT,L4_ONLY,6000,mmlu,alternative,100,61,50,15,4,46,35
MEMIT_L4_ONLY-edits06000,MEMIT,L4_ONLY,6000,nli,generation,100,67,65,12,10,55,23
MEMIT_L4_ONLY-edits06000,MEMIT,L4_ONLY,6000,nli,alternative,100,67,64,13,10,54,23
MEMIT_L4_ONLY-edits07000,MEMIT,L4_ONLY,7000,sst2,generation,100,73,56,19,2,54,25
MEMIT_L4_ONLY-edits07000,MEMIT,L4_ONLY,7000,sst2,alternative,100,98,89,10,1,88,1
MEMIT_L4_ONLY-edits07000,MEMIT,L4_ONLY,7000,mrpc,generation,100,67,51,23,7,44,26
MEMIT_L4_ONLY-edits07000,MEMIT,L4_ONLY,7000,mrpc,alternative,100,67,51,23,7,44,26
MEMIT_L4_ONLY-edits07000,MEMIT,L4_ONLY,7000,cola,generation,100,76,68,11,3,65,21
MEMIT_L4_ONLY-edits07000,MEMIT,L4_ONLY,7000,cola,alternative,100,74,64,12,2,62,24
MEMIT_L4_ONLY-edits07000,MEMIT,L4_ONLY,7000,rte,generation,100,66,61,7,2,59,32
MEMIT_L4_ONLY-edits07000,MEMIT,L4_ONLY,7000,rte,alternative,100,66,61,7,2,59,32
MEMIT_L4_ONLY-edits07000,MEMIT,L4_ONLY,7000,mmlu,generation,100,52,31,25,4,27,44
MEMIT_L4_ONLY-edits07000,MEMIT,L4_ONLY,7000,mmlu,alternative,100,61,51,14,4,47,35
MEMIT_L4_ONLY-edits07000,MEMIT,L4_ONLY,7000,nli,generation,100,67,62,17,12,50,21
MEMIT_L4_ONLY-edits07000,MEMIT,L4_ONLY,7000,nli,alternative,100,67,61,18,12,49,21
MEMIT_L4_ONLY-edits08000,MEMIT,L4_ONLY,8000,sst2,generation,100,73,57,22,6,51,21
MEMIT_L4_ONLY-edits08000,MEMIT,L4_ONLY,8000,sst2,alternative,100,98,88,11,1,87,1
MEMIT_L4_ONLY-edits08000,MEMIT,L4_ONLY,8000,mrpc,generation,100,67,11,57,1,10,32
MEMIT_L4_ONLY-edits08000,MEMIT,L4_ONLY,8000,mrpc,alternative,100,67,58,21,12,46,21
MEMIT_L4_ONLY-edits08000,MEMIT,L4_ONLY,8000,cola,generation,100,76,66,15,5,61,19
MEMIT_L4_ONLY-edits08000,MEMIT,L4_ONLY,8000,cola,alternative,100,74,61,16,3,58,23
MEMIT_L4_ONLY-edits08000,MEMIT,L4_ONLY,8000,rte,generation,100,66,59,10,3,56,31
MEMIT_L4_ONLY-edits08000,MEMIT,L4_ONLY,8000,rte,alternative,100,66,59,10,3,56,31
MEMIT_L4_ONLY-edits08000,MEMIT,L4_ONLY,8000,mmlu,generation,100,52,30,26,4,26,44
MEMIT_L4_ONLY-edits08000,MEMIT,L4_ONLY,8000,mmlu,alternative,100,61,48,19,6,42,33
MEMIT_L4_ONLY-edits08000,MEMIT,L4_ONLY,8000,nli,generation,100,67,60,19,12,48,21
MEMIT_L4_ONLY-edits08000,MEMIT,L4_ONLY,8000,nli,alternative,100,67,60,19,12,48,21
MEMIT_L4_ONLY-edits09000,MEMIT,L4_ONLY,9000,sst2,generation,100,73,47,31,5,42,22
MEMIT_L4_ONLY-edits09000,MEMIT,L4_ONLY,9000,sst2,alternative,100,98,86,13,1,85,1
MEMIT_L4_ONLY-edits09000,MEMIT,L4_ONLY,9000,mrpc,generation,100,67,1,67,1,0,32
MEMIT_L4_ONLY-edits09000,MEMIT,L4_ONLY,9000,mrpc,alternative,100,67,49,42,24,25,9
MEMIT_L4_ONLY-edits09000,MEMIT,L4_ONLY,9000,cola,generation,100,76,66,20,10,56,14
MEMIT_L4_ONLY-edits09000,MEMIT,L4_ONLY,9000,cola,alternative,100,74,63,20,9,54,17
MEMIT_L4_ONLY-edits09000,MEMIT,L4_ONLY,9000,rte,generation,100,66,61,8,3,58,31
MEMIT_L4_ONLY-edits09000,MEMIT,L4_ONLY,9000,rte,alternative,100,66,61,8,3,58,31
MEMIT_L4_ONLY-edits09000,MEMIT,L4_ONLY,9000,mmlu,generation,100,52,33,26,7,26,41
MEMIT_L4_ONLY-edits09000,MEMIT,L4_ONLY,9000,mmlu,alternative,100,61,47,21,7,40,32
MEMIT_L4_ONLY-edits09000,MEMIT,L4_ONLY,9000,nli,generation,100,67,53,23,9,44,24
MEMIT_L4_ONLY-edits09000,MEMIT,L4_ONLY,9000,nli,alternative,100,67,52,24,9,43,24
MEMIT_L4_ONLY-edits10000,MEMIT,L4_ONLY,10000,sst2,generation,100,73,39,37,3,36,24
MEMIT_L4_ONLY-edits10000,MEMIT,L4_ONLY,10000,sst2,alternative,100,98,85,13,0,85,2
MEMIT_L4_ONLY-edits10000,MEMIT,L4_ONLY,10000,mrpc,generation,100,67,1,66,0,1,33
MEMIT_L4_ONLY-edits10000,MEMIT,L4_ONLY,10000,mrpc,alternative,100,67,53,40,26,27,7
MEMIT_L4_ONLY-edits10000,MEMIT,L4_ONLY,10000,cola,generation,100,76,60,22,6,54,18
MEMIT_L4_ONLY-edits10000,MEMIT,L4_ONLY,10000,cola,alternative,100,74,66,18,10,56,16
MEMIT_L4_ONLY-edits10000,MEMIT,L4_ONLY,10000,rte,generation,100,66,55,13,2,53,32
MEMIT_L4_ONLY-edits10000,MEMIT,L4_ONLY,10000,rte,alternative,100,66,68,8,10,58,24
MEMIT_L4_ONLY-edits10000,MEMIT,L4_ONLY,10000,mmlu,generation,100,52,21,36,5,16,43
MEMIT_L4_ONLY-edits10000,MEMIT,L4_ONLY,10000,mmlu,alternative,100,61,44,27,10,34,29
MEMIT_L4_ONLY-edits10000,MEMIT,L4_ONLY,10000,nli,generation,100,67,47,32,12,35,21
MEMIT_L4_ONLY-edits10000,MEMIT,L4_ONLY,10000,nli,alternative,100,67,49,32,14,35,19
MEMIT_L8_ONLY-edits00100,MEMIT,L8_ONLY,100,sst2,generation,100,73,71,2,0,71,27
MEMIT_L8_ONLY-edits00100,MEMIT,L8_ONLY,100,sst2,alternative,100,98,98,0,0,98,2
MEMIT_L8_ONLY-edits00100,MEMIT,L8_ONLY,100,mrpc,generation,100,67,68,0,1,67,32
MEMIT_L8_ONLY-edits00100,MEMIT,L8_ONLY,100,mrpc,alternative,100,67,68,0,1,67,32
MEMIT_L8_ONLY-edits00100,MEMIT,L8_ONLY,100,cola,generation,100,76,75,2,1,74,23
MEMIT_L8_ONLY-edits00100,MEMIT,L8_ONLY,100,cola,alternative,100,74,74,0,0,74,26
MEMIT_L8_ONLY-edits00100,MEMIT,L8_ONLY,100,rte,generation,100,66,67,0,1,66,33
MEMIT_L8_ONLY-edits00100,MEMIT,L8_ONLY,100,rte,alternative,100,66,67,0,1,66,33
MEMIT_L8_ONLY-edits00100,MEMIT,L8_ONLY,100,mmlu,generation,100,52,51,2,1,50,47
MEMIT_L8_ONLY-edits00100,MEMIT,L8_ONLY,100,mmlu,alternative,100,61,59,2,0,59,39
MEMIT_L8_ONLY-edits00100,MEMIT,L8_ONLY,100,nli,generation,100,67,68,0,1,67,32
MEMIT_L8_ONLY-edits00100,MEMIT,L8_ONLY,100,nli,alternative,100,67,68,0,1,67,32
MEMIT_L8_ONLY-edits00500,MEMIT,L8_ONLY,500,sst2,generation,100,73,72,2,1,71,26
MEMIT_L8_ONLY-edits00500,MEMIT,L8_ONLY,500,sst2,alternative,100,98,98,0,0,98,2
MEMIT_L8_ONLY-edits00500,MEMIT,L8_ONLY,500,mrpc,generation,100,67,67,1,1,66,32
MEMIT_L8_ONLY-edits00500,MEMIT,L8_ONLY,500,mrpc,alternative,100,67,67,1,1,66,32
MEMIT_L8_ONLY-edits00500,MEMIT,L8_ONLY,500,cola,generation,100,76,74,5,3,71,21
MEMIT_L8_ONLY-edits00500,MEMIT,L8_ONLY,500,cola,alternative,100,74,72,4,2,70,24
MEMIT_L8_ONLY-edits00500,MEMIT,L8_ONLY,500,rte,generation,100,66,67,1,2,65,32
MEMIT_L8_ONLY-edits00500,MEMIT,L8_ONLY,500,rte,alternative,100,66,66,2,2,64,32
MEMIT_L8_ONLY-edits00500,MEMIT,L8_ONLY,500,mmlu,generation,100,52,52,2,2,50,46
MEMIT_L8_ONLY-edits00500,MEMIT,L8_ONLY,500,mmlu,alternative,100,61,61,2,2,59,37
MEMIT_L8_ONLY-edits00500,MEMIT,L8_ONLY,500,nli,generation,100,67,65,5,3,62,30
MEMIT_L8_ONLY-edits00500,MEMIT,L8_ONLY,500,nli,alternative,100,67,66,4,3,63,30
MEMIT_L8_ONLY-edits01000,MEMIT,L8_ONLY,1000,sst2,generation,100,73,75,4,6,69,21
MEMIT_L8_ONLY-edits01000,MEMIT,L8_ONLY,1000,sst2,alternative,100,98,96,2,0,96,2
MEMIT_L8_ONLY-edits01000,MEMIT,L8_ONLY,1000,mrpc,generation,100,67,66,3,2,64,31
MEMIT_L8_ONLY-edits01000,MEMIT,L8_ONLY,1000,mrpc,alternative,100,67,66,3,2,64,31
MEMIT_L8_ONLY-edits01000,MEMIT,L8_ONLY,1000,cola,generation,100,76,72,7,3,69,21
MEMIT_L8_ONLY-edits01000,MEMIT,L8_ONLY,1000,cola,alternative,100,74,73,3,2,71,24
MEMIT_L8_ONLY-edits01000,MEMIT,L8_ONLY,1000,rte,generation,100,66,67,2,3,64,31
MEMIT_L8_ONLY-edits01000,MEMIT,L8_ONLY,1000,rte,alternative,100,66,67,2,3,64,31
MEMIT_L8_ONLY-edits01000,MEMIT,L8_ONLY,1000,mmlu,generation,100,52,45,10,3,42,45
MEMIT_L8_ONLY-edits01000,MEMIT,L8_ONLY,1000,mmlu,alternative,100,61,58,6,3,55,36
MEMIT_L8_ONLY-edits01000,MEMIT,L8_ONLY,1000,nli,generation,100,67,65,14,12,53,21
MEMIT_L8_ONLY-edits01000,MEMIT,L8_ONLY,1000,nli,alternative,100,67,69,9,11,58,22
MEMIT_L8_ONLY-edits02000,MEMIT,L8_ONLY,2000,sst2,generation,100,73,80,4,11,69,16
MEMIT_L8_ONLY-edits02000,MEMIT,L8_ONLY,2000,sst2,alternative,100,98,98,1,1,97,1
MEMIT_L8_ONLY-edits02000,MEMIT,L8_ONLY,2000,mrpc,generation,100,67,61,10,4,57,29
MEMIT_L8_ONLY-edits02000,MEMIT,L8_ONLY,2000,mrpc,alternative,100,67,61,10,4,57,29
MEMIT_L8_ONLY-edits02000,MEMIT,L8_ONLY,2000,cola,generation,100,76,73,9,6,67,18
MEMIT_L8_ONLY-edits02000,MEMIT,L8_ONLY,2000,cola,alternative,100,74,75,6,7,68,19
MEMIT_L8_ONLY-edits02000,MEMIT,L8_ONLY,2000,rte,generation,100,66,63,6,3,60,31
MEMIT_L8_ONLY-edits02000,MEMIT,L8_ONLY,2000,rte,alternative,100,66,62,7,3,59,31
MEMIT_L8_ONLY-edits02000,MEMIT,L8_ONLY,2000,mmlu,generation,100,52,43,13,4,39,44
MEMIT_L8_ONLY-edits02000,MEMIT,L8_ONLY,2000,mmlu,alternative,100,61,59,6,4,55,35
MEMIT_L8_ONLY-edits02000,MEMIT,L8_ONLY,2000,nli,generation,100,67,62,20,15,47,18
MEMIT_L8_ONLY-edits02000,MEMIT,L8_ONLY,2000,nli,alternative,100,67,65,18,16,49,17
MEMIT_L8_ONLY-edits03000,MEMIT,L8_ONLY,3000,sst2,generation,100,73,66,13,6,60,21
MEMIT_L8_ONLY-edits03000,MEMIT,L8_ONLY,3000,sst2,alternative,100,98,92,7,1,91,1
MEMIT_L8_ONLY-edits03000,MEMIT,L8_ONLY,3000,mrpc,generation,100,67,52,20,5,47,28
MEMIT_L8_ONLY-edits03000,MEMIT,L8_ONLY,3000,mrpc,alternative,100,67,52,20,5,47,28
MEMIT_L8_ONLY-edits03000,MEMIT,L8_ONLY,3000,cola,generation,100,76,64,21,9,55,15
MEMIT_L8_ONLY-edits03000,MEMIT,L8_ONLY,3000,cola,alternative,100,74,75,12,13,62,13
MEMIT_L8_ONLY-edits03000,MEMIT,L8_ONLY,3000,rte,generation,100,66,65,4,3,62,31
MEMIT_L8_ONLY-edits03000,MEMIT,L8_ONLY,3000,rte,alternative,100,66,65,4,3,62,31
MEMIT_L8_ONLY-edits03000,MEMIT,L8_ONLY,3000,mmlu,generation,100,52,38,21,7,31,41
MEMIT_L8_ONLY-edits03000,MEMIT,L8_ONLY,3000,mmlu,alternative,100,61,56,13,8,48,31
MEMIT_L8_ONLY-edits03000,MEMIT,L8_ONLY,3000,nli,generation,100,67,51,25,9,42,24
MEMIT_L8_ONLY-edits03000,MEMIT,L8_ONLY,3000,nli,alternative,100,67,59,19,11,48,22
MEMIT_L8_ONLY-edits04000,MEMIT,L8_ONLY,4000,sst2,generation,100,73,55,21,3,52,24
MEMIT_L8_ONLY-edits04000,MEMIT,L8_ONLY,4000,sst2,alternative,100,98,88,10,0,88,2
MEMIT_L8_ONLY-edits04000,MEMIT,L8_ONLY,4000,mrpc,generation,100,67,49,23,5,44,28
MEMIT_L8_ONLY-edits04000,MEMIT,L8_ONLY,4000,mrpc,alternative,100,67,49,23,5,44,28
MEMIT_L8_ONLY-edits04000,MEMIT,L8_ONLY,4000,cola,generation,100,76,61,29,14,47,10
MEMIT_L8_ONLY-edits04000,MEMIT,L8_ONLY,4000,cola,alternative,100,74,70,21,17,53,9
MEMIT_L8_ONLY-edits04000,MEMIT,L8_ONLY,4000,rte,generation,100,66,68,6,8,60,26
MEMIT_L8_ONLY-edits04000,MEMIT,L8_ONLY,4000,rte,alternative,100,66,69,5,8,61,26
MEMIT_L8_ONLY-edits04000,MEMIT,L8_ONLY,4000,mmlu,generation,100,52,28,28,4,24,44
MEMIT_L8_ONLY-edits04000,MEMIT,L8_ONLY,4000,mmlu,alternative,100,61,50,18,7,43,32
MEMIT_L8_ONLY-edits04000,MEMIT,L8_ONLY,4000,nli,generation,100,67,52,30,15,37,18
MEMIT_L8_ONLY-edits04000,MEMIT,L8_ONLY,4000,nli,alternative,100,67,62,23,18,44,15
MEMIT_L8_ONLY-edits05000,MEMIT,L8_ONLY,5000,sst2,generation,100,73,51,25,3,48,24
MEMIT_L8_ONLY-edits05000,MEMIT,L8_ONLY,5000,sst2,alternative,100,98,81,18,1,80,1
MEMIT_L8_ONLY-edits05000,MEMIT,L8_ONLY,5000,mrpc,generation,100,67,51,25,9,42,24
MEMIT_L8_ONLY-edits05000,MEMIT,L8_ONLY,5000,mrpc,alternative,100,67,52,25,10,42,23
MEMIT_L8_ONLY-edits05000,MEMIT,L8_ONLY,5000,cola,generation,100,76,62,29,15,47,9
MEMIT_L8_ONLY-edits05000,MEMIT,L8_ONLY,5000,cola,alternative,100,74,64,27,17,47,9
MEMIT_L8_ONLY-edits05000,MEMIT,L8_ONLY,5000,rte,generation,100,66,56,15,5,51,29
MEMIT_L8_ONLY-edits05000,MEMIT,L8_ONLY,5000,rte,alternative,100,66,63,11,8,55,26
MEMIT_L8_ONLY-edits05000,MEMIT,L8_ONLY,5000,mmlu,generation,100,52,40,24,12,28,36
MEMIT_L8_ONLY-edits05000,MEMIT,L8_ONLY,5000,mmlu,alternative,100,61,54,15,8,46,31
MEMIT_L8_ONLY-edits05000,MEMIT,L8_ONLY,5000,nli,generation,100,67,40,37,10,30,23
MEMIT_L8_ONLY-edits05000,MEMIT,L8_ONLY,5000,nli,alternative,100,67,54,25,12,42,21
MEMIT_L8_ONLY-edits06000,MEMIT,L8_ONLY,6000,sst2,generation,100,73,41,35,3,38,24
MEMIT_L8_ONLY-edits06000,MEMIT,L8_ONLY,6000,sst2,alternative,100,98,79,20,1,78,1
MEMIT_L8_ONLY-edits06000,MEMIT,L8_ONLY,6000,mrpc,generation,100,67,52,37,22,30,11
MEMIT_L8_ONLY-edits06000,MEMIT,L8_ONLY,6000,mrpc,alternative,100,67,53,37,23,30,10
MEMIT_L8_ONLY-edits06000,MEMIT,L8_ONLY,6000,cola,generation,100,76,63,25,12,51,12
MEMIT_L8_ONLY-edits06000,MEMIT,L8_ONLY,6000,cola,alternative,100,74,67,24,17,50,9
MEMIT_L8_ONLY-edits06000,MEMIT,L8_ONLY,6000,rte,generation,100,66,41,28,3,38,31
MEMIT_L8_ONLY-edits06000,MEMIT,L8_ONLY,6000,rte,alternative,100,66,51,24,9,42,25
MEMIT_L8_ONLY-edits06000,MEMIT,L8_ONLY,6000,mmlu,generation,100,52,38,26,12,26,36
MEMIT_L8_ONLY-edits06000,MEMIT,L8_ONLY,6000,mmlu,alternative,100,61,50,22,11,39,28
MEMIT_L8_ONLY-edits06000,MEMIT,L8_ONLY,6000,nli,generation,100,67,35,41,9,26,24
MEMIT_L8_ONLY-edits06000,MEMIT,L8_ONLY,6000,nli,alternative,100,67,56,27,16,40,17
MEMIT_L8_ONLY-edits07000,MEMIT,L8_ONLY,7000,sst2,generation,100,73,29,46,2,27,25
MEMIT_L8_ONLY-edits07000,MEMIT,L8_ONLY,7000,sst2,alternative,100,98,83,16,1,82,1
MEMIT_L8_ONLY-edits07000,MEMIT,L8_ONLY,7000,mrpc,generation,100,67,42,43,18,24,15
MEMIT_L8_ONLY-edits07000,MEMIT,L8_ONLY,7000,mrpc,alternative,100,67,52,37,22,30,11
MEMIT_L8_ONLY-edits07000,MEMIT,L8_ONLY,7000,cola,generation,100,76,68,25,17,51,7
MEMIT_L8_ONLY-edits07000,MEMIT,L8_ONLY,7000,cola,alternative,100,74,62,29,17,45,9
MEMIT_L8_ONLY-edits07000,MEMIT,L8_ONLY,7000,rte,generation,100,66,42,31,7,35,27
MEMIT_L8_ONLY-edits07000,MEMIT,L8_ONLY,7000,rte,alternative,100,66,56,20,10,46,24
MEMIT_L8_ONLY-edits07000,MEMIT,L8_ONLY,7000,mmlu,generation,100,52,28,34,10,18,38
MEMIT_L8_ONLY-edits07000,MEMIT,L8_ONLY,7000,mmlu,alternative,100,61,40,31,10,30,29
MEMIT_L8_ONLY-edits07000,MEMIT,L8_ONLY,7000,nli,generation,100,67,30,44,7,23,26
MEMIT_L8_ONLY-edits07000,MEMIT,L8_ONLY,7000,nli,alternative,100,67,47,32,12,35,21
MEMIT_L8_ONLY-edits08000,MEMIT,L8_ONLY,8000,sst2,generation,100,73,16,57,0,16,27
MEMIT_L8_ONLY-edits08000,MEMIT,L8_ONLY,8000,sst2,alternative,100,98,78,20,0,78,2
MEMIT_L8_ONLY-edits08000,MEMIT,L8_ONLY,8000,mrpc,generation,100,67,34,47,14,20,19
MEMIT_L8_ONLY-edits08000,MEMIT,L8_ONLY,8000,mrpc,alternative,100,67,48,38,19,29,14
MEMIT_L8_ONLY-edits08000,MEMIT,L8_ONLY,8000,cola,generation,100,76,56,30,10,46,14
MEMIT_L8_ONLY-edits08000,MEMIT,L8_ONLY,8000,cola,alternative,100,74,54,27,7,47,19
MEMIT_L8_ONLY-edits08000,MEMIT,L8_ONLY,8000,rte,generation,100,66,29,37,0,29,34
MEMIT_L8_ONLY-edits08000,MEMIT,L8_ONLY,8000,rte,alternative,100,66,55,24,13,42,21
MEMIT_L8_ONLY-edits08000,MEMIT,L8_ONLY,8000,mmlu,generation,100,52,17,38,3,14,45
MEMIT_L8_ONLY-edits08000,MEMIT,L8_ONLY,8000,mmlu,alternative,100,61,32,36,7,25,32
MEMIT_L8_ONLY-edits08000,MEMIT,L8_ONLY,8000,nli,generation,100,67,13,57,3,10,30
MEMIT_L8_ONLY-edits08000,MEMIT,L8_ONLY,8000,nli,alternative,100,67,55,28,16,39,17
MEMIT_L8_ONLY-edits09000,MEMIT,L8_ONLY,9000,sst2,generation,100,73,13,60,0,13,27
MEMIT_L8_ONLY-edits09000,MEMIT,L8_ONLY,9000,sst2,alternative,100,98,72,26,0,72,2
MEMIT_L8_ONLY-edits09000,MEMIT,L8_ONLY,9000,mrpc,generation,100,67,24,50,7,17,26
MEMIT_L8_ONLY-edits09000,MEMIT,L8_ONLY,9000,mrpc,alternative,100,67,50,41,24,26,9
MEMIT_L8_ONLY-edits09000,MEMIT,L8_ONLY,9000,cola,generation,100,76,42,41,7,35,17
MEMIT_L8_ONLY-edits09000,MEMIT,L8_ONLY,9000,cola,alternative,100,74,49,29,4,45,22
MEMIT_L8_ONLY-edits09000,MEMIT,L8_ONLY,9000,rte,generation,100,66,15,51,0,15,34
MEMIT_L8_ONLY-edits09000,MEMIT,L8_ONLY,9000,rte,alternative,100,66,47,30,11,36,23
MEMIT_L8_ONLY-edits09000,MEMIT,L8_ONLY,9000,mmlu,generation,100,52,14,41,3,11,45
MEMIT_L8_ONLY-edits09000,MEMIT,L8_ONLY,9000,mmlu,alternative,100,61,29,39,7,22,32
MEMIT_L8_ONLY-edits09000,MEMIT,L8_ONLY,9000,nli,generation,100,67,10,61,4,6,29
