method,arm_before,arm_after,batch,metric,before_num,after_num,denominator,rate_delta,new_nll_prompt_mean_delta,new_nll_prompt_median_delta,new_nll_prompt_p90_delta,new_nll_prompt_max_delta,true_nll_prompt_mean_delta,true_nll_prompt_median_delta,true_nll_prompt_p90_delta,true_nll_prompt_max_delta,margin_prompt_mean_delta,margin_prompt_median_delta,margin_prompt_p90_delta,margin_prompt_max_delta
AlphaEdit,AlphaEdit_ORIGINAL,AlphaEdit_L8_ONLY,30,NS,22066,18684,30000,-0.11273333333333335,-0.6613382127721383,-0.6673614978790283,-0.13105411529541122,-0.3152484893798828,0.6994463654135705,0.822887659072876,0.5990567207336532,1.0855255126953125,1.360784578185709,1.4534703493118286,1.438246917724609,-1.19657778533292
AlphaEdit,AlphaEdit_ORIGINAL,AlphaEdit_L8_ONLY,40,RS,3978,3957,4000,-0.005250000000000088,0.12991187585573197,0.004436491406522691,0.3596588047221297,-6.120761871337891,-1.7288674699440598,-1.69804048538208,-1.3150768280029297,1.6891288757324219,-1.8587793457997908,-1.7520001805969514,-1.294543239678024,1.688323398178909
AlphaEdit,AlphaEdit_ORIGINAL,AlphaEdit_L8_ONLY,40,PS,7732,6937,8000,-0.09937499999999999,1.2821674835332482,0.9101113080978394,3.3326100826263403,-8.001508712768555,-1.3782826061045057,-1.3877577781677246,-1.2817911148071293,0.6086654663085938,-2.660450089637753,-2.6332730036228895,-1.7491200679971382,0.6076082295621745
AlphaEdit,AlphaEdit_ORIGINAL,AlphaEdit_L8_ONLY,40,NS,28720,24364,40000,-0.1089,-0.586432327810221,-0.5334506034851074,-0.2439604759216305,0.18880653381347656,0.7364623825591989,0.9314942359924316,0.611677837371829,-5.269357681274414,1.3228947103694184,1.3789632320404053,1.4135012079030256,-0.6744630336761475
AlphaEdit,AlphaEdit_ORIGINAL,AlphaEdit_L8_ONLY,50,RS,4968,4906,5000,-0.012400000000000078,0.25050879739678555,0.008249860140495002,1.005125035159293,-9.971881866455078,-2.1174589398361743,-2.1511120796203613,-1.9077934265136705,-2.3665313720703125,-2.3679677372329575,-2.24275320925517,-1.8813143955165295,-2.3667043255245517
AlphaEdit,AlphaEdit_ORIGINAL,AlphaEdit_L8_ONLY,50,PS,9643,8296,10000,-0.13470000000000004,1.8841536493482423,1.5299400687217712,4.47345104217529,-2.3810176849365234,-1.1902612643044588,-1.2308592796325684,-1.0158692359924313,-0.7723655700683594,-3.074414913652702,-3.1345884799957275,-1.7945065538864586,-0.7727351480898506
AlphaEdit,AlphaEdit_ORIGINAL,AlphaEdit_L8_ONLY,50,NS,35110,29844,50000,-0.10532000000000008,-0.527118469725159,-0.4405546188354492,-0.31410036087036275,-3.636444091796875,0.718561526805714,0.9512529373168945,0.43256731033325124,-9.33885383605957,1.245679996530873,1.2480089664459229,1.281134879589081,0.2605543495155871
AlphaEdit,AlphaEdit_ORIGINAL,AlphaEdit_L8_ONLY,60,RS,5956,5783,6000,-0.028833333333333377,0.5325042382048212,0.020443757413886487,2.520604802668096,-7.6536865234375,-2.5785073526560645,-2.5827107429504395,-2.1760686874389634,-2.557720184326172,-3.111011590860887,-2.8665953268064186,-2.1732893565254905,-2.55779814138441
AlphaEdit,AlphaEdit_ORIGINAL,AlphaEdit_L8_ONLY,60,PS,11572,9554,12000,-0.1681666666666667,2.522966233776488,2.3578034043312073,5.589338827133182,-2.8960304260253906,-1.0528016006897385,-1.003164291381836,-0.7444310188293457,-2.3613643646240234,-3.575767834466225,-3.7362313270568848,-2.2230602721741892,-2.362675286261947
AlphaEdit,AlphaEdit_ORIGINAL,AlphaEdit_L8_ONLY,60,NS,41244,34984,60000,-0.10433333333333339,-0.4684921690227961,-0.4267578125,-0.1956129074096662,-3.980499267578125,0.7461180351817136,0.8978931903839111,0.5515548706054698,-9.180643081665039,1.2146102042045124,1.2315028309822083,1.132097482681273,-1.7978433189600764
AlphaEdit,AlphaEdit_ORIGINAL,AlphaEdit_L8_ONLY,70,RS,6945,6646,7000,-0.042714285714285705,0.7516829849612798,0.03226314880885184,3.622543997690082,-4.393848419189453,-2.650771708447719,-2.6829304695129395,-2.1157423019409194,-4.467416763305664,-3.402454693409,-3.118230387030053,-2.1387622445181442,-4.467638104060825
AlphaEdit,AlphaEdit_ORIGINAL,AlphaEdit_L8_ONLY,70,PS,13478,10950,14000,-0.1805714285714286,2.812590297521631,2.7200265526771545,5.992674255371095,-3.5993919372558594,-0.9732462873892569,-0.9176864624023438,-0.6028356552124006,-5.863651275634766,-3.7858365849108884,-3.9551561288535595,-2.255816638749094,-5.908534046082423
AlphaEdit,AlphaEdit_ORIGINAL,AlphaEdit_L8_ONLY,70,NS,47073,40177,70000,-0.09851428571428578,-0.36248942893895997,-0.3475937843322754,-0.03432130813598633,-1.9207038879394531,0.7715103057155108,0.9375269412994385,0.6731865882873542,-2.555622100830078,1.1339997346544721,1.1254134774208069,1.0835821509361274,-0.7471457368556003
AlphaEdit,AlphaEdit_ORIGINAL,AlphaEdit_L8_ONLY,80,RS,7941,7543,8000,-0.04974999999999996,0.9285202188622715,0.04188272240571678,4.377513603121044,-4.520017623901367,-2.540629538915587,-2.5605788230895996,-2.058404922485348,0.07704544067382812,-3.4691497577778563,-3.122007476282306,-2.1730452951160224,0.07701957262634096
AlphaEdit,AlphaEdit_ORIGINAL,AlphaEdit_L8_ONLY,80,PS,15375,12484,16000,-0.1806875,2.844088699634038,2.8043251633644104,6.063997888565063,0.03166961669921875,-0.9749043375635029,-0.9220890998840332,-0.6300987243652347,-1.741323471069336,-3.81899303719754,-4.0223944031167775,-2.2562393603031516,-1.741395702752925
AlphaEdit,AlphaEdit_ORIGINAL,AlphaEdit_L8_ONLY,80,NS,52563,45121,80000,-0.09302500000000002,-0.20878961431247056,-0.18056535720825195,0.1798292160034265,-1.4035263061523438,0.8498059870941459,1.0054798126220703,0.8025991439819364,-5.42241096496582,1.0585956014066173,1.0547089576721191,1.0520838022232057,1.6488077671965584
AlphaEdit,AlphaEdit_ORIGINAL,AlphaEdit_L8_ONLY,90,RS,8919,8480,9000,-0.04877777777777781,1.0402592657593293,0.04933061916381121,5.08312269896269,-1.221120834350586,-2.1363721733172945,-2.1425204277038574,-1.6822471618652344,-0.5801544189453125,-3.1766314390766244,-2.8951238928129897,-1.8447077876189724,-0.5799573032709304
AlphaEdit,AlphaEdit_ORIGINAL,AlphaEdit_L8_ONLY,90,PS,17290,14212,18000,-0.17100000000000004,2.8433997935268653,2.8631683737039566,6.0102156639099125,-0.08212089538574219,-0.8306360090711777,-0.7766633033752441,-0.6249818801879883,-0.6534900665283203,-3.674035802598042,-3.9011142291128635,-2.281531297112812,-0.6527298113360303
AlphaEdit,AlphaEdit_ORIGINAL,AlphaEdit_L8_ONLY,90,NS,58275,49834,90000,-0.09378888888888881,0.009974274331282729,0.09004974365234375,0.5012069702148416,-2.5739002227783203,1.0361702506614456,1.206390380859375,0.9611643791198716,-1.7468795776367188,1.0261959763301607,1.0278139114379883,1.1654018163680977,-1.7932268817676231
AlphaEdit,AlphaEdit_ORIGINAL,AlphaEdit_L8_ONLY,100,RS,9888,9396,10000,-0.04920000000000002,1.0314462071467032,0.058206163346767426,5.0137914851307865,-3.797666549682617,-2.046211302816518,-2.0871100425720215,-1.797457504272458,-0.4748420715332031,-3.0776575099632204,-2.8161587670620065,-1.9574971472378841,-0.4750000026251655
AlphaEdit,AlphaEdit_ORIGINAL,AlphaEdit_L8_ONLY,100,PS,19155,15556,20000,-0.17994999999999994,3.0521503658683757,3.160139948129654,6.195466470718382,0.15108299255371094,-0.6991937853270969,-0.6202144622802734,-0.3651036262512264,-1.3638286590576172,-3.7513441511954717,-4.004334330558777,-2.3762898214161403,-1.3639572763540855
AlphaEdit,AlphaEdit_ORIGINAL,AlphaEdit_L8_ONLY,100,NS,63726,54703,100000,-0.09023000000000003,-0.02302164993514033,0.03383016586303711,0.3882777214050339,2.424531936645508,1.0204395795396577,1.1871392726898193,0.9970283508300763,-2.2564926147460938,1.0434612294747994,1.038496732711792,1.0962393045425456,-1.6746703049284406
AlphaEdit,AlphaEdit_L4_ONLY,AlphaEdit_L8_ONLY,1,RS,100,100,100,0.0,-0.0007203916382422905,-0.0005778831255156547,-0.0015649989945814092,0.005180457606911659,-0.5723925113677986,-0.7538657188415527,-0.9899589538574212,-3.828826904296875,-0.5716721197295556,-0.7553710505599156,-0.9880532428564024,-3.8292466906859772
AlphaEdit,AlphaEdit_L4_ONLY,AlphaEdit_L8_ONLY,1,PS,190,183,200,-0.03499999999999992,0.2405953365471214,0.0402970165014267,1.698676586151123,-0.5744447708129883,-1.5307535987161103,-1.3224024772644043,-1.3263789176940914,-3.9515132904052734,-1.771348935263232,-2.0312033854424953,-1.100316700735128,-3.995010095415637
AlphaEdit,AlphaEdit_L4_ONLY,AlphaEdit_L8_ONLY,1,NS,867,845,1000,-0.02200000000000002,-0.5678983103882054,-0.46785497665405273,-0.39442434310912944,0.27756309509277344,-0.17054501148330736,-0.14986634254455566,-0.32492284774780344,-1.4799442291259766,0.397353298904898,0.3705672025680542,0.4362093091011048,1.9291455454658717
AlphaEdit,AlphaEdit_L4_ONLY,AlphaEdit_L8_ONLY,5,RS,500,500,500,0.0,0.002808415682797204,0.00018263846868649125,0.001759333675727252,-0.3945441246032715,-0.9826428296566014,-1.1317262649536133,-1.2895242691040032,-0.4259223937988281,-0.985451245339398,-1.131617233317229,-1.2894187375786714,-0.42549073852569563
AlphaEdit,AlphaEdit_L4_ONLY,AlphaEdit_L8_ONLY,5,PS,965,917,1000,-0.04799999999999993,0.2460319221098144,0.04154329001903534,0.6282278537750248,2.9785232543945312,-1.0973614652464168,-0.9789590835571289,-1.1317102432251005,-1.6571025848388672,-1.3433933873562305,-0.9800270204432309,-0.8197172042939194,-1.6403795867227018
AlphaEdit,AlphaEdit_L4_ONLY,AlphaEdit_L8_ONLY,5,NS,4205,3835,5000,-0.07399999999999995,-1.2344766405551137,-1.1813240051269531,-1.1001339912414476,-0.7092342376708984,0.007539545038517836,0.09920740127563477,-0.16975326538085866,-3.7716827392578125,1.242016185593632,1.2066885828971863,1.321595668792727,-6.797492050372966
AlphaEdit,AlphaEdit_L4_ONLY,AlphaEdit_L8_ONLY,10,RS,998,996,1000,-0.0020000000000000018,0.02217944533477203,0.000731898529920727,0.009754934534430507,0.9267044067382812,-1.0935713976025578,-1.2454686164855957,-0.9477268218994155,0.8192615509033203,-1.1157508429373308,-1.251519207493402,-0.9470843451417785,0.8192844355944544
AlphaEdit,AlphaEdit_L4_ONLY,AlphaEdit_L8_ONLY,10,PS,1943,1837,2000,-0.05300000000000005,0.24830991347880627,0.09176990389823914,0.7834928989410406,3.445016860961914,-1.1438764871656897,-1.097987174987793,-1.2052849769592306,-0.8879985809326172,-1.392186400644495,-1.2554790414869785,-0.701455895807884,-0.8909500129520893
AlphaEdit,AlphaEdit_L4_ONLY,AlphaEdit_L8_ONLY,10,NS,8072,6936,10000,-0.11360000000000003,-1.2278755986101775,-1.2320542335510254,-0.8725544929504423,0.10106849670410156,0.35157617972275546,0.4080502986907959,0.18127756118774485,-0.75665283203125,1.5794517783329307,1.5199624300003052,1.899924755096436,-1.4563199211042956
AlphaEdit,AlphaEdit_L4_ONLY,AlphaEdit_L8_ONLY,20,RS,1997,1992,2000,-0.0025000000000000577,0.0665463366879958,0.0017845550319179893,0.04230690379627058,3.6591720581054688,-1.3739048555716877,-1.4683589935302734,-1.2638874053955078,1.070474624633789,-1.4404511922596832,-1.502698083721043,-1.2713539738499087,1.0702456792641897
AlphaEdit,AlphaEdit_L4_ONLY,AlphaEdit_L8_ONLY,20,PS,3873,3615,4000,-0.0645,0.6012383852217664,0.2830300107598305,1.6082590579986569,2.213663101196289,-1.2600212778039275,-1.1795096397399902,-1.1420194625854503,1.3359394073486328,-1.8612596630256943,-1.8264002222567797,-1.0752033445984122,1.3349487055384088
AlphaEdit,AlphaEdit_L4_ONLY,AlphaEdit_L8_ONLY,20,NS,15318,12941,20000,-0.11885000000000001,-0.8494720955485588,-0.8883581161499023,-0.35115499496459357,0.9982204437255859,0.6407196290877399,0.7847862243652344,0.6086586952209423,2.1868114471435547,1.4901917246362986,1.5007306337356567,1.7627527393400642,1.3265836084647162
AlphaEdit,AlphaEdit_L4_ONLY,AlphaEdit_L8_ONLY,30,RS,2993,2973,3000,-0.00666666666666671,0.24783414343341975,0.002308832888957113,0.13430681331083177,8.022987365722656,-1.3355248908599222,-1.4230332374572754,-1.0294206619262702,3.327373504638672,-1.5833590342933412,-1.5816830320327426,-1.0701435634051464,3.326551134327019
AlphaEdit,AlphaEdit_L4_ONLY,AlphaEdit_L8_ONLY,30,PS,5787,5200,6000,-0.09783333333333333,1.2839874014123325,0.8238597810268402,3.1715576171874993,-0.7734222412109375,-1.3202953948979257,-1.3404712677001953,-1.2663393020629865,1.3466415405273438,-2.604282796310259,-2.5834141969680786,-1.802171264332717,1.3393487018765882
AlphaEdit,AlphaEdit_L4_ONLY,AlphaEdit_L8_ONLY,30,NS,22181,18684,30000,-0.1165666666666666,-0.5764234873937237,-0.6297633647918701,0.019489002227782493,1.5510940551757812,0.8024913406498824,0.9207580089569092,0.8314193725586012,0.3738288879394531,1.3789148280436072,1.43064284324646,1.4910720109939568,1.67713011050364
AlphaEdit,AlphaEdit_L4_ONLY,AlphaEdit_L8_ONLY,40,RS,3993,3957,4000,-0.009000000000000008,0.2496493087705139,0.004475274472497404,0.36033352036029037,5.781182289123535,-1.5797614242509006,-1.566239833831787,-1.315768814086912,2.909952163696289,-1.8294107330214153,-1.682627443165984,-1.3160452047246487,2.9094658095855266
AlphaEdit,AlphaEdit_L4_ONLY,AlphaEdit_L8_ONLY,40,PS,7728,6937,8000,-0.09887499999999994,1.3782723445553469,0.9428648352622986,3.544487762451171,-1.4309253692626953,-1.237140478331595,-1.2965426445007324,-1.1663855552673343,2.318645477294922,-2.6154128228869427,-2.596959738060832,-1.7142749429272932,2.3376280915690586
AlphaEdit,AlphaEdit_L4_ONLY,AlphaEdit_L8_ONLY,40,NS,28784,24364,40000,-0.11050000000000004,-0.4616193173257228,-0.41848278045654297,-0.06949863433837855,-2.003021240234375,0.8553937617221266,0.9861452579498291,0.8937591552734379,-1.9758453369140625,1.3170130790478491,1.335381031036377,1.452068226411937,2.3095132356975228
AlphaEdit,AlphaEdit_L4_ONLY,AlphaEdit_L8_ONLY,50,RS,4988,4906,5000,-0.01640000000000008,0.3719734818725932,0.008142533479258418,1.0015209410339627,2.9475631713867188,-1.867102093830706,-1.8580412864685059,-1.6504268646240234,1.44097900390625,-2.239075575703298,-2.013304161315318,-1.6831109499442398,1.4408726845795172
AlphaEdit,AlphaEdit_L4_ONLY,AlphaEdit_L8_ONLY,50,PS,9654,8296,10000,-0.13580000000000003,1.977086107422333,1.565620943903923,4.650376939773558,4.194547653198242,-1.0800329401663493,-1.1093125343322754,-0.8267762184143059,2.3456802368164062,-3.0571190475886842,-3.167763829929754,-1.694557545473799,2.3453503523705876
AlphaEdit,AlphaEdit_L4_ONLY,AlphaEdit_L8_ONLY,50,NS,35406,29844,50000,-0.11124,-0.3781688544612303,-0.30344724655151367,-0.039569282531738637,-0.9237442016601562,0.897331982375472,1.1148250102996826,0.8284215927124041,-2.403871536254883,1.2755008368367018,1.3119268417358398,1.4003990054130546,2.7686261804774404
AlphaEdit,AlphaEdit_L4_ONLY,AlphaEdit_L8_ONLY,60,RS,5984,5783,6000,-0.033499999999999974,0.660290916718352,0.020354859763756394,2.5189335700124516,5.3726396560668945,-2.3052347485236826,-2.2869834899902344,-1.8669097900390632,3.299623489379883,-2.965525665242035,-2.643833363079466,-1.9333285116823369,3.3005488544513355
AlphaEdit,AlphaEdit_L4_ONLY,AlphaEdit_L8_ONLY,60,PS,11596,9554,12000,-0.1701666666666667,2.62152744549205,2.3852223306894302,5.717161035537723,3.5114898681640625,-0.9417112031683317,-0.9268980026245117,-0.5672493934631344,2.047536849975586,-3.5632386486603806,-3.701620187610388,-2.080873818323017,2.0595659509999678
AlphaEdit,AlphaEdit_L4_ONLY,AlphaEdit_L8_ONLY,60,NS,41621,34984,60000,-0.1106166666666667,-0.28593212868067486,-0.24696016311645508,0.08040714263916016,-0.6127109527587891,0.9540268453512457,1.1260335445404053,0.9068907737731955,-2.921548843383789,1.2399589740319197,1.2798912525177002,1.2363849639892552,-0.17947839188855141
AlphaEdit,AlphaEdit_L4_ONLY,AlphaEdit_L8_ONLY,70,RS,6981,6646,7000,-0.04785714285714293,0.8804735113371231,0.03233085945248604,3.627791153639555,9.544296264648438,-2.389671098469325,-2.3571252822875977,-1.8761842727661104,-1.7965087890625,-3.2701446098064473,-2.853495885792654,-1.9642740882991312,-1.7955640233121812
AlphaEdit,AlphaEdit_L4_ONLY,AlphaEdit_L8_ONLY,70,PS,13492,10950,14000,-0.1815714285714286,2.903879102513385,2.730233207345009,6.180225944519044,1.7632274627685547,-0.7779239218354004,-0.7130203247070312,-0.3407911300659183,0.5426559448242188,-3.6818030243487874,-3.8360647186636925,-2.013590002059935,0.5118753691858728
AlphaEdit,AlphaEdit_L4_ONLY,AlphaEdit_L8_ONLY,70,NS,47659,40177,70000,-0.10688571428571436,-0.20065014791492342,-0.17953729629516602,0.2335859298706051,0.5691776275634766,0.9735052302425071,1.162846326828003,1.0075400352478034,1.3444957733154297,1.17415537815743,1.2097711563110352,1.2472391009330752,-1.3710510254313704
AlphaEdit,AlphaEdit_L4_ONLY,AlphaEdit_L8_ONLY,80,RS,7981,7543,8000,-0.054749999999999965,1.06487624159193,0.04182906332425773,4.376251719146969,8.985462188720703,-2.2511432430059646,-2.3224644660949707,-1.7720211029052706,1.266378402709961,-3.316019484597893,-2.9524115291424096,-1.9412166861875413,1.2680642233663093
AlphaEdit,AlphaEdit_L4_ONLY,AlphaEdit_L8_ONLY,80,PS,15406,12484,16000,-0.18262500000000004,2.9252878533169535,2.814667195081711,6.108101129531859,3.8647594451904297,-0.7460036886910899,-0.7249631881713867,-0.3214830398559574,2.074382781982422,-3.671291542008042,-3.829781336709857,-2.037734126858414,2.083892163092969
AlphaEdit,AlphaEdit_L4_ONLY,AlphaEdit_L8_ONLY,80,NS,53521,45121,80000,-0.10499999999999998,0.0029393458266806505,0.012340545654296875,0.541421031951911,-0.4300117492675781,1.1367555084536036,1.2756500244140625,1.2706729888916044,-2.890237808227539,1.1338161626269248,1.1595945358276367,1.2646542787551853,1.322551411925815
AlphaEdit,AlphaEdit_L4_ONLY,AlphaEdit_L8_ONLY,90,RS,8964,8480,9000,-0.05377777777777781,1.1893582036374495,0.049084005411714315,5.0728416368365306,10.35052490234375,-1.7232044573323808,-1.7770113945007324,-1.1750839233398445,0.9771823883056641,-2.9125626609698276,-2.622661508852616,-1.3843948793975898,0.9771609344315948
AlphaEdit,AlphaEdit_L4_ONLY,AlphaEdit_L8_ONLY,90,PS,17301,14212,18000,-0.17161111111111105,2.937816556834906,2.8700078427791595,6.09488968849182,3.234670639038086,-0.5304857362885631,-0.47321367263793945,-0.18717041015625036,2.217386245727539,-3.468302293123469,-3.664104975759983,-1.9993936211802037,2.2195532529003685
AlphaEdit,AlphaEdit_L4_ONLY,AlphaEdit_L8_ONLY,90,NS,59364,49834,90000,-0.10588888888888881,0.290949491883989,0.3582496643066406,0.9496815681457544,-0.25063133239746094,1.4035060838161328,1.529815912246704,1.6141573905944817,2.312366485595703,1.1125565919321416,1.1298961639404297,1.4800431728363037,3.091489115380682
AlphaEdit,AlphaEdit_L4_ONLY,AlphaEdit_L8_ONLY,100,RS,9939,9396,10000,-0.054300000000000015,1.1862571606362426,0.05714626796543598,4.979199975728989,6.111231803894043,-1.4807975241280396,-1.5140185356140137,-1.1506444931030266,1.9302291870117188,-2.6670546847642793,-2.3621267185371835,-1.358415479224643,1.9302195330819814
AlphaEdit,AlphaEdit_L4_ONLY,AlphaEdit_L8_ONLY,100,PS,19136,15556,20000,-0.17899999999999994,3.15214564972361,3.166080117225647,6.284880924224858,6.456621170043945,-0.341033289377906,-0.2673630714416504,0.14970273971557724,1.7157306671142578,-3.4931789391015178,-3.749266639351845,-1.9277296086773266,1.7234718774270732
AlphaEdit,AlphaEdit_L4_ONLY,AlphaEdit_L8_ONLY,100,NS,65348,54703,100000,-0.10644999999999993,0.3422703328057981,0.3838319778442383,1.020856761932377,4.098484039306641,1.464081746210951,1.6211798191070557,1.7524194717407209,1.6968994140625,1.1218114134051531,1.1103817224502563,1.4760127782821693,-1.1217862730263732
